ALink,SName,SLink,Lyric,Idiom
/311/,First Dimension,/311/first-dimension.html,"Blow you right out of the room. Ringing ears like sonic boom. Miles wide you hear me calling, calling. Across the ocean cross the sea. Navigating disparity. Miles wide you hear me calling calling. Now it? s time that we mention. A further extension. Reality is our intention. It? s like meditation. Beyond medication. And striving for the transformation. Quantum leaping through science. To cosmic compliance. By ending our fossil reliance. Now the miscalculations. Are causing mutations. Here? s your correction, boom!. It? s something beyond comprehension. We come from another dimension. It is our one true intention. To change your fate yes I? m telling you. Beings that once were cetacean. Resonating through earth? s vibration. Want you to solve the equation. Before it? s too late c? mon!. Power without control. Dig yourself into a hole. Rocketing on the horizon rising. Philosophy expressed to me. Moments spending silently. Listening to the horizon rising. The nuclei dividing before my eyes. I wonder why how can this be at all. Imagine a time. Before words made a rhyme. Before clocks to wind. Before they had the chance to stall. Across the ocean across the sea. Navigating disparity",ENGLISH
/311/,First Straw,/311/first-straw.html,Oh a whole new way of looking at things. The way you react to phone rings. The way it feels when you just let it flow. Sometimes I wonder just how it could be. You take every bit before we see it off the rails. I think that you should know. You never cease to amaze me. You keep me from going crazy. And that's one thing I know for sure. Sometimes I see just how it all will be. Take every bit it's so easy the first straw. And this I know for sure. (Chorus). The first straw. So small it seemed impossible. The next straw. Vanished like shooting stars that fall. The last straw. There's no reason for getting there at all. Yeah. No reason to take it there at all. Yeah. The last straw can land in your mix. Your best day could be apocalypse. Nobody pay attention to the first straw. It seems the last one is all we ever saw. The first straw's a metaphore I pick up myself. It tells me something by showing me something else. I think that you should know. Chorus. No reason to take it there at all. Yeah. Everyone reacts when it gets to the weight of breaking their back. I won't let that be us cause the long side never gave back. Yeah. Chorus x2,ENGLISH
/311/,Five Of Everything,/311/five-of-everything.html,"No matter what I try there's no room in my mind. No way to go round that, that's just the way it is must I remind. I don't pick up the phone but you still try to call. There's nothing left to say. You've already gotta know we've said it all. The story never ends, in search of something. But once we arrive it all starts again. Reaching for higher ground, the river's rising. It keeps on flowing forever no matter what we have found. Sometimes it seems insane. To just keep pressing on. As if it will put out the flame. But still the thirst remains. Drink another drink. And somehow I still feel the same. Step off, head out, take flight, and just run. Got five of everything but I just need one. My brain telling me what I want, I need. Got five of everything but I still proceed. Help me fill up this hole. It's gaping and out of control. It feels like I'm losing touch and it's taking its toll. When this wall isn't moving. State of things not improving. And no satisfaction in the distraction of the day. Sometimes it seems insane. To just keep pressing on. As if it will put out the flame. But still the thirst remains. Drink another drink. And somehow I still feel the same. Step off, head out, take flight, and just run. Got five of everything but I just need one. My brain telling me what I want, I need. Got five of everything but I still proceed. Living in this culture can be a drag. It's just a commercial what we have. A one track mind we grab, grab, grab. We're past being crazy, call us mad. Gone is the golden egg and the goose. And the bullshit of all hell breaking loose. We gotta hit the boost. Sip on the thick juice. Disregard the bad cards. And wake the truth. Step off, head out, take flight, and just run. Got five of everything but I just need one. My brain telling me what I want, I need. Got five of everything but I still proceed. The story never ends, in search of something. But once we arrive it all starts again. Reaching for higher ground, the river's rising. It keeps on flowing forever",ENGLISH
/311/,Flowing,/311/flowing.html,"Along the way to close my eyes. I lost where I was going. the more it will spin. the more that I try. to stop my mind flowing away, away. to all that I despise. along the way to close my eyes. You can't be let down if you don't expect the world. expect to lay awake and by your sleeping girl. if somebody cares then there is no way you can tell. cursed consciousness is your private hell. Along the way to close my eyes. I lost where I was going. the more it will spin. the more that I try. to stop my mind flowing away, away. to all that I despise. along the way to close my eyes. Tick, tick, tick the clock bludgeons your mind. endlessly replaying times that were unkind. go away sun I'm not prepared for you today. it seems you are, it seems you are, huh!. Along the way to close my eyes. I lost where I was going. the more it will spin. the more that I try. to stop my mind flowing away, away. to all that I despise. along the way to close my eyes.",ENGLISH
/311/,Freak Out,/311/freak-out.html,"Let the games begin if you wanna fuck with me. You can't disturb the course of P & C & T & D & me. I'm on a mission. To set straight. The vice, the curse, the date, the gate relate. to this. I insist B it's weak to dis see I'm runna up so suckers stick to your 40. How could I give a damn, give a damn if you approve what it's about. I just freak out. Just guess ya'll c'mon come back slipped outta whack as the master. Laid out the music. Death I just say fuck you, the void unknown we're thrown through while lost in life's psychedelic trip we take. There's another more bizarre we have to make. world we have nowhere beyond. Take out the earth the bass is gone. At life's end we'll feel the calm. How strange we should be here at all. Chorus:. If you don't have someone to do it with it's not worth doin'. To all my friends, it's not the end the earth has not swallowed me yet. Into whose womb were you woven what kin of your skin dropped you then. Bodies cloven. Light of daybreak blinded next exit. The wild darkness forming inside it. My day wasn't promised me each death it brings reminding me we. Are rumbling through this cursed universe where death is birth. Think not but what your manifest is worth. Giving up a verse the curse occurs a thirst. To burst first breaking through the center of the universe. Slamming down on the lingo flow so jam to the bumrush single. Long ago has been become now when you find out there's no break. In the rhythm. Black anima makes my stamina stand alone disown the cinema farewell to posing decades dozing comin up the steps of the new. Screen rising scenes from the lost world shapes hard to tell. Which is which as if drawn by a child holmes. Chorus. This is the heat to flush your face.",ENGLISH
/311/,Freeze Time,/311/freeze-time.html,"I'd like to stay here just like this. It's just a momentary bliss. That's all we can hope for. That's a reason to cope for. This life, this life and no more. (SA Chorus). You will be immortal man. One in the hand. You will know exactly then. What you have. You found the cure. And Morse codes for rapture. Get with your rhythm. Get with your nature. The momen't running down a mountain. It can be captured from a fountain. Sometimes all that it can be. Absence of agony. Pleasure from the lack of pain. (SA Chorus). Serendipitous my travels throughtout time. I graba moment like a thief and then I make. it mine. Nothing will compare to you realization. When you come to find out your new objet of. fixation. (Nick Chorus). I try to freeze time try to freeze time for your mind. Perfect snapshot to always rewind. Golden buttered jam golden buttered jam for. you slam. Remember it in your synapse diagram. Sweetness is you bein'. Zen human walkin'. Steppin' out from shadows. Flowin' like a breeze soft and. When dawn unveils the morin star risen. Feel the life feel the love your christened. With this life not ours not for long. But for the taking take it. The birth light breaking break it. Between the light and dark is a seen. That is caving in. Mutating rearranging your soul. Changing form again. (SA Chorus). Srendipitous my travels throughout time. I grab a moment like a theif and then I make. it mine. Nothing will compare to you realization. When you come to find out you new object of. fixation. (Nick Chorus). (SA Chorus).",ENGLISH
/311/,Friday Afternoon,/311/friday-afternoon.html,"Friday afternoon and all the worries just float into the air. We? re going to our secret spot and no one else knows how to get there. The words just poured out of you like a melody. I just could not believe the things you? re telling me. Come closer, come closer. Nothing could be half so compelling. As you and me, our senses telling us where to go. You give me quite a show. We? re stretched out horizontal throttle down. Upon the ground and always taking it slow. Here we go. I taste the salt on your skin and then it? s really beginning. I got the message you? re sending. Go again and again? til we? re spent. I hear somebody coming. Maybe a year went by. Could be two lifetimes. But I know it? s building up again",ENGLISH
/311/,Frolic Room,/311/frolic-room.html,"Yeah. There's a gravity in me. Pulling me to want to see. What is going on tonight. Beneath the electric starlight. I like to mix with walks of life. Who live life on the other side. Pulling mussels from their shell. A place to some that looks like hell. Oh. A classic song that the jukebox has on has me moving. Oh. The faces here make it so surreal. Oh, in the company of pretty girls and new vagrants. One drink away from sleeping on the pavement. I'm not quite sure what I find so appealing. About the happy hour stealing. A party, after party. Til' it started to get grainy. Another, and another. What are we celebrating. There's always something not to miss. Diving back in the abyss. And it gets so very stale. But tomorrow's a new tale. In the Frolic Room. Woah. The seat I assume. Yeah. And I'm drawn to the night. And its damn neon light. Yeah. Where are we meeting up at. Let me guess bet I know. Does it have a sign in the window. Ice cold six packs to go. Sleep it up if you have to. There's a booth always in shadow. The reality is all around you. It's the best reality show. Oh, in the company of the privileged and the nearly damned. Mixing like a cocktail of your spirit slam. In the danger zone is where you'll find me. In a certain dive so inviting. A party, after party. Til' it started to get grainy. Another, and another. What are we celebrating. There's always something not to miss. Diving back in the abyss. And it gets so very stale. But tomorrow's a new tale. In the Frolic Room. Woah. The seat I assume. Yeah. And I'm drawn to the night. And its damn neon light. Yeah",ENGLISH
/311/,From Chaos,/311/from-chaos.html,"Chorus:. From chaos comes clarity, I tell ya. What you appear to be, you ought to know. Glycerin tears don't fool me, I tell ya. Delusions plaguing everybody. Makin that hybrid music back in '90 now it's on ya. I hear we were the model for the band you front we spawned ya. Finding it hard to come original we warned ya. We're shakin the white boys in New York, black girls in California. We come through hip-hop drum-n-bass and dancehall rhythms. You want our beats and lyrics you want to get them. Watchin you sink into the depths of opportunism. Missing the point, music's about love not pessimism. I'm SA moving supreme and on my team. I rock the mic with a sweet lean. And you know that started as a fact the only DJ MC gettin down like that. Metaphorically we are the chief of police you're rock n' roll. And we're positive you stole more than just the radio. Now it's 21 and we are back in control. The jammies are coming, people succumbing cuz we got the soul. Bridge:. Everyone tends to forget upon re-entry. Orbiting space quantum saints we're the only. Beginning from a planet so naturally. Gifted in the heart lies our technology. It's only right, right. Entering in a space of pure delight, light. Next contestant on this jam is, tight. Feels spontaneous you'll improvise, vise. (Chorus). Don't even try it, you don't want to disrespect me. If dealing with punks was school, I'd have a Harvard degree. You can't make me hate you no matter how punk you act. No matter what you do I don't react. I'm a perfect example of not giving a f--k. About the catty rude people that just suck. What do you know all of the sudden, ah I usurp you. Look it up in the dictionary to find out what I do. I go back to the style I came from. It's not something you can fake son. You're a con man who's run is done. You lead a world wide web of deception. (Bridge). (Chorus).",ENGLISH
/311/,Fuck The Bullshit,/311/fuck-the-bullshit.html,"You know I'm ready, yes to rock steady. my name's not Betty or Teddy, but Nick. and I'm what you might call a heretic. yes, and I am from Nebraska my girl is satisfied. you can ask her, you know I've never visited Alaska. huh, where the oil was spilt, that drunken captain should. be killed for polluting the sea, an atrocity. that fucks with me, well. this one goes to all the birds that drown. Fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. yo, fuck the bullshit. and get with it. it's time to throw down. and so I said it words of wisdom that will keep. you all guessing cause I'm tired of laying and. I'm tired of messing around. with all your suckers yes, those stupid mother fuckers. who put down what I do, I stand alone with a groove that's new. like now that you know that the rhymes that I say. are mine alone and I surely dont play. I kick in the teeth a condescending frown. Fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. Right about now I'd like to turn over the mic. over to my mentor SA Martinez. I'm sly, Nicoli, he know why. get this kid high i'm gonna fly. right out of this world and in to the next. with a power to remorse over worse emotion. go on open, i'm poetry in motion. dont joke when you pray. my mind is spoken. the latest, the greatest, of hip-hop persuaders. I find a rhyme that always amazes brothers. the mic drum is loomin'. and in your mind my rap rhyme is bloomin like a flower. fuck the bullshit p-nut. talk shit with your. Just fuck the has been's and their stupid ass rambling. promises it's bullshit they can't come through with. do it in the basement no complacence. it's time to kick the fuck in, begin to win no sin and then. share it, declare it in the public domain refrain. perfectly sad if it was about. but it's not so I'd frown then I'd give it a shot. super dumb lyrics make you think I'm a clown. I don't give a fuck it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down. fuck the bullshit it's time to throw down.",ENGLISH
/311/,Full Ride,/311/full-ride.html,"Awww s--t, what. You know the freaks can't handle it. We keep on searching from the seaside to the mountainside come on. Hardly out styled and hardly outblazened. Nectar natural completely amazing. Others more concerned with just fronting on hardness. I flow sweet with millennium niceness. I don't know if they're just scared or what. But a little sincerity would knock them on their butt. I keep my dogs at my side and keep my s--t tight. Let me tell you how I feel, all right. Y'alls radio rock ain't tuff. Can't move to that ain't deep enough. One more time groove on the line. Chills up my spine, ready rewind. Chorus:. The only thing that never gets old is honesty. You'll probably be caught up fronting. The only thing you always try to be is hard. Because you're scared that someone might pull your card. The only thing that never gets played out. Is melody I'm hearing it calling me. It's plain to see because it's all laid out. Full ride I'm a master of technology. Livin my life nice in pursuit of groove-ology. I'm getting vibes like you checking me out. Without a doubt I pull clout and crush crews in a rout. I'm a Doberman in any given reaction. Well-mannered and reserved yet ready for action. I let you have it all I got nothin to hide. Let me tell you how we comin we comin full ride. Full ride, full ride we work it on the inside. As you'd expect we come correct. While others just run and hide. Full ride, full ride we work it on the inside. As you'd expect we come correct. I get the f--k up rockin the jams. I bump disco, playin records all day I then let go. I'm the king of my town but when my girl is around parlay like the Count of Monte Cristo. So simple the jams are in front of me. Get drunk in New York make fun of me. When we play it's a serious things to all the people who gather. Here's what we bring. (Chorus). Full ride, full ride we work it on the inside. As you'd expect we come correct. While others just run and hide. Full ride, full ride we work it on the inside. As you'd expect we come correct.",ENGLISH
/311/,Galaxy,/311/galaxy.html,"Between Mars and Jupiter there's a gap. For another planet now way back yeah. Maybe a mad man just blew the shit out of it. Now were tryin' to get back in alignment. Explains why we go through cycles. Always tryin' to find it. Closin' into the age of Aquarius. Crazy weather floods tornadoes. Low jet streams not gettin' better. Enterin' a twilight zone. Activities grown every single day. More people spottin' UFO's. Let's come together with this new coast shit. We got the motherfuckin' kids now lets freak this shit. It's messed up when you're feeling everything is wrong. Takeover the Pentagon. It's fucked up in this paradigm. Cuz I'm burning fossil fuels I don't even need to. Free energy has been harnessed. We don't use it why. Cuz the techniques been suppressed. The hour glass has passed through granules. That's cool we gotta break it. Bust all these rules and switch. Change up the pitch. Rearrange our lives and this dumb shit we'll ditch. Let's come together with this new coast shit. We got the motherfuckin' kids now lets freak this shit. It's messed up when you're feeling everything is wrong. Dealin' in our Chevrons. I found a bootleg of the cosmic conscious then erased it. Visualized the breath technique slowly became it. Now something is watchin' me. Since I have found the keys. To free this energy. My high speed light body. Cuz the galaxy is crazy. It doesn't amaze me that we're livin' out of phase. And quickly decaying. 6 protons, 6 neutrons, 6 electrons. Is encoded in the plane. We live on.",ENGLISH
/311/,Gap,/311/gap.html,"Music: Hexum; Lyrics: Hexum/Martinez. Purified sounds brush 'em on like paint. Teenage dream to work with Ron Saint. Home he ain't, we layin' tracks in cali. The dude is excitable as a pep rally. Since the days of The Eds. Grew up westside keeping it real. Got nothing to hide. Now we are a number there is none greater. Take me out sound king yo peace see ya later. Let's step out tonight, all night. The groove is soothin'. Let's step out tonight, alright. It's a fellow feelin'. With my friends, once again. Grape Vess soda pop licorice stick. Aunt Mary's summertime backyard picnic. ""Did you dring my beer Doug?"". Yeah I did it. Don't tell me to bring you a beer if you think. I won't sip it. Swingin' on swingin' on jungle gym sets. Daddy talkin' bout the horses he bet. When I got home my friends phoned. Hey holmes. Let's step out tonight, all night. The groove is doothin'. Let's step out tonight, alright. It's a fellow feelin'. With my friends, once again. Eat smoked fish that is my favorite dish. Eat smoked fish that is my favorite dish. Eat smoked fish that is my favorite dish. Eat smoked fish that is my favorite dish. Let's step out tonight, all night. The groove is soothin'. Let's step out tonight, alright. It's a feelin'. With my friends, once again. .",ENGLISH
/311/,Get Down,/311/get-down.html,"I got this great idea about why I got in reverse. I was so out of control it just got worse. I hope you got more sense than I, side step the curse. I don't know which came first. In the spiral threatening my survival. It's come, time to get down. It's time to get down. Boots to the ground. Know we don't stop 'til they hear the bell sound. Keep your head up. Cause the truth just cut. No quick fix when I'm caught in a rut. What I got to do to get right size. Think I'm despised when I look through the eyes. Of another. Not mine to discover. What the next man think is none of my fucking business. And then I say what is this. Illusion I can't fix it. You name it, hey. The story stays the same. Any trouble you can name. Just goes straight into accepted. You name it, hey. It's time to get down. To the ground. So simple yet profound. In the now. Is why we're here. Inspiration. I've been waiting all my life. I'm set free, it's happened. I won't look back and think twice. It's how it's meant to be. Something's happened. A sudden slap in the right place. In my face, I thank you. You always came through for me. It's how it's meant to be. Gonna get down because I can't stay high. All of the time, cause I see the sign. So I re-align with an open mind. Adamant and circumvent. I get by every night and day. Get by with my comfort way. An Open space to an open way. I just unwind, I just unwind. And then I say what is this. Illusion I can't fix it. You name it, hey. The story stays the same. Any trouble you can name. Just goes straight into accepted. You name it, hey. It's time to get down. To the ground. So simple yet profound. In the now. Is why we're here. Inspiration. I've been waiting all my life. I'm set free, it's happened. I won't look back and think twice. It's how it's meant to be. Something's happened. A sudden slap in the right place. In my face, I thank you. You always came through for me. It's how it's meant to be",ENGLISH
/311/,Getting Through To Her,/311/getting-through-to-her.html,There was an earthquake. In her dreams so she thinks her. Foundation is crumbling away. Fault lines in her words. Hoping to show her so disturbed that. Has shaped her to what she is today. Getting through to her. Getting through to her. Getting through to her. Getting through to her. Sometimes when I call. She tells me things that were not her fault. And her surface starts to break. Breakdown a hurting sound. I want to tell her that it's ok now. But I'm not too sure just what to say. Getting through to her. Getting through to her. Getting through to her. Getting through to her. All she wants is some breathing room. If not tomorrow surely one day soon. All she wants is some breathing room. If not tomorrow surely one day soon. Excuse me did she say. She wished she went away. And not return to the shame. Brought to her those days. We'll take man's dirty deeds. And suck them out like cosmic beings. Into the sun hoping. They'll be happy burning. But life is not T.V.. Life is not T.V.. Life is not T.V.. She's on wounded knee. The wild crazy horse that's me. Her heart parts ???. I feel refreshed when I watch her sleep. Sometimes it's all I need. It's all about the company we keep. Getting through to her. Getting through to her. Getting through to her. Getting through to her. All she wants is some breathing room. If not tomorrow surely one day soon. All she wants is some breathing room. If not tomorrow surely one day soon. If not tomorrow surely one day soon,ENGLISH
/311/,Give Me a Call,/311/give-me-a-call.html,"Hey you). Ooh, you draw such pictures in my head. ooh, with so few words I know what you said. Until the time comes. to carry the one. make that dream real. and be sure it stays done. so let that thought. bloom in your mind. a vision that's caught. never left behind. You should just give me a call. you should just give me a call. I think about you much more than I should. now there's a structure nothing had once stood. no more bluffing it's cards on the table time. what it must be we will take it as a sign. So just give me a call. so just give me a call. Sunset and my love left me. winter and I'm so far. in darkness will it lead me. to where the meanings are. I miss and think of you often. no flowers I forgot them. the weather's the same. nothing happens. no love's a hard lesson, yeah. Patience and years will refashion. what hours will undo. and circles not yet quite circles. somehow close true. I keep on hearing all the things that you said. I keep on feeling you go straight to my head. no more bluffing it's cards on the table time. what it must be we will take it as a sign. So just give me a call. so just give me a call. I call you up but you won't talk to me. no space for words there's just no room. I drift away but you pull me in. I'm the ocean you're the moon. Ooh, how do I know if it's just me. sometimes I think that it must be. you gotta know you can trust me. I think about you much more than I should. now there's a structure nothing had once stood. no more bluffing it's cards on the table time. what it must be we will take it as a sign. So just give me a call. so just give me a call. so just give me a call. so just give me a call",ENGLISH
/311/,Golden Sunlight,/311/golden-sunlight.html,"Hand over hand. I crawl back to land. There is no retreat. That option's far and away. I have to be brave. But I always did crave. The golden sunlight. It's been about me. But I'm setting that free. For golden sunlight, oh. There's a door open to walk through. All I want is just beyond. What if I could let my guard down. Into freedom, on and on. Somehow it came out. When I can't talk about. Someone to help me. As free as I wanna be. I cannot erase. But you helped me face. The songs and the flowers. At last perception. Of my self deception. The songs and the flowers, oh. There's a door open to walk through. All I want is just beyond. What if I could let my guard down. Into freedom, on and on. What if I could just let my guard down. What if I could live wide open, yeah. What if I could just let my guard down. And go beyond into the great unknown. Sweetheart, I've been bothered. A golden sun lit path. I've been after. Grass hills, wild flowers. Sharp road trails. For a daughter. I want to be her father. I want to hear her laughter. Under meteor showers. The dogs will howl at the midnight hour. There's a door open to walk through. All I want is just beyond. What if I could let my guard down. Into freedom, on and on. What if I could just let my guard down. What if I could live wide open, yeah. What if I could just let my guard down. And go beyond into the great unknown",ENGLISH
/311/,Grassroots,/311/grassroots.html,I flip when I kick it trippin it. So I can check shit not in a daily style. But once in every while so I can. File check file check the files of my brain. Many of meaning manage to come from the insane. And the butcher the baker the fabulous drama maker. A cracker on a truck goin' breaker breaker. Listen to everyone then disregard it. The maningful shit comes back back to where it started. In your cranium surrounded by pot like a geranuim. A capital 2 burns in my mind give me some peace. I looked at her I looked at him and neither one did know. Where the wild thoughts grow check it out. I look for absolutes and there absolutely none. The truth is what you shoot for not one. Nothing brings it all together the journeys never done. I'd sing you Stormy Weather but it's been sung so. Let's have some fun. Three Eleven hass grass roots. Challenge comes and goes and there will be another. I say bring it on. The roots that grow underground are as big as the tree. That you see if not it will fall down. We waste so many moments standing on convention. The only survey is when our heart pays no attention. Move with persistence cover much distance. Knowing no perdition that's my game for instance. Three Eleven true to no tradition. And the Three Eleven crew not dow with convention. But a hundred different people already told what we about. So I make not attempt to try and suss the stupid out. I'd turned into a roughneck that was not my intention. It doesn't even really matter unless I fail to mention that. Peace to all crews that want some peace. First the Mid then the West then we slide through the East. A piece to any crew that want a peice. But peace to all crews that want peace. Check it out.,ENGLISH
/311/,Guns (Are For Pussies),/311/guns-are-for-pussies.html,"Here comes the thunder down under. We're natural wonders. Night falls when we leave all you feel is the hunger. Suprises people of all shapes and sizes. Dig on the decade and realize it's all funkay. No matter this rude boy still got that swagger. My ears have heard all these crews but we're badder. Interracial, special, positive beings. I am i be a cool awakening. It's gettin hectic the metrics the body electric. Everybody in worn out blue jeans or tacky dresses. This is the city we've reached we've come to. Go unrecognized on the corner or make moves. All the lights are red all the poets dead. A familiar nightmare appears in my head. Times are changin' myself i'm rearrangin'. Dream eight-thousand-five-twelve blazin'. Born to act out, born to act out. Paranoid with a gat. Born to act out, born to act out. Think you know where it's at. Born to act out, born to act out. But you're lookin' like a sissie. Born to act out, born to act out. Guns are for pussies. I'm not from philly but some say i'm blunt. That's just the way i am and i'm not going to front. And yes i took a trip to find out about the ways of big. City seedy bars and drugs that make you feel shitty. Pretty older women in skirts conversation frisky. Stinking cigarettes and plenty of bourbon whiskey. Sad classic music on the jukebox of doom. Hollywood blvd. barfly frolic room. Tomb of lost souls some beyond salvage. Some just having fun opening steam valvage. I was one becoming the other hellbent to discover. Had to pull up the reigns or else smother. Take it brother all the way and then you're scared. Don't want to be unprepared. You're getting paranoid. And then guns are shared. You guys think that you're hard. But you're in fear of being harmed. I fear no man and i'm unarmed. Born to act out, born to act out. Paranoid with a gat. Born to act out, born to act out. Think you know where it's at. Born to act out, born to act out. But you're lookin' like a sissie. Born to act out, born to act out. Guns are for pussies.",ENGLISH
/311/,Hey You,/311/hey-you.html,"You've changed your tune. many times since we've met. But I'll always recognize you. You are part of me. I feel you, whether in Jamaica or in the Angel city. You're such a gift to me. Uuuuh. Chorus. Hey you. I gotta tell you my long time friend. I think of all those years you saw me through tears. and the good times that we spend. Hey you. You're my constant companion. You always let me explain just what I'm saying. and we've just begun. Ooooh. I've got one wish for this music to be an uplift. And I need an uplift to deal. There are few songs all the people can sing along one song. Come along and sing it for real. Uuuuh. Chorus. Hey you. I gotta tell you my long time friend. I think of all those years you saw me through tears. And the good times that we spend. Hey you. You're my constant companion. You always let me explain just what I'm saying. and we've just begun]. ooooh. Bridge. As I wander around, town to town. Lost and found. When so many others come and go. (come and go). The sweetness (sweetness). Pulls me through. Chorus. Hey you. I gotta tell you my long time friend. I think of all those years you saw me through tears. and the good times that we spend. Hey you. You're my constant companion. You always let me explain just what I'm saying. and we've just begun. Hey you. You never turned your back on me. (ooooh). when I gave up on myself. Hey you. You never turned your back on me. (ooooh). when I gave upon myself. Hey you. What would the world be like. without you around. Music. You're my constant companion. oooooh",ENGLISH
/311/,Hive,/311/hive.html,"Coming like a nightmare word like I'm gonna go for it. Fuckin' around what ya got to show for it?. Let it be know that I'm in the zone. And whatever I need I just pick up the phone. 'Cuz I'm true with it and you're new with it. I just swing the thing and then I'm through with it. I don't need friends to act like foes. 'Cuz I'm Nick Hexum the one who knows. About things.... 'Cuz it takes two and we swings better than you. Then it's time for the dub so we roll out the club. And you know just what I do. I'm hitting in the freak mode. Puttin' on a load sippin' on a guinny. Then lo and behold una vision from bottom to top. And I just can't stop. 311 show them the air is rarified. But you don't give a damn 'cuz the groove is hellafied. Grew up punk, listen to funk. I'm a hyper type of fella that does not touch junk. You're the back of the pack and the bottom of the stack. That's waht you get when you're steady talkin' shit. Not goin' for self that shit is on the shelf. It's 95 and we go for the hive. Listen up this you're gonna bump to this. And if I'm feelin' mean I'm gonna clutch my fist. Now when I say mean, I mean I'm gonna rock it. You're gonna find out kid I'm bout to shock it. When I'm on I'm gone I hear the beat that spawns. The way we freak it and we kick up a storm. The day we turn to pop the show will stop. So feel the beat and get lost now. Back to part 2 the hard way we play. Sublime on time to all the fans I'm SA. And if you don't know I say check the show. Do what you got to on the dance flor>. Some say the style is wack but I say fuck that. Get the hell back and watch us rock the set. We cast the mold bust it cold explode. Megatrendsetters known around the globe. Friends takin' you where you never been. We done what we wanted craftin' poems. You can rock there is a glow around you. Lose control holmes just like we do. Hard to obtain brotha' what's my name. Mad to find unlike ya mamma and your masquerade. I drive a mach-1 no dashboard Jesus. I hear voices say that's Doug Martinez. You're all up in my mix like fuckin' betty crocker. You think you're playing me but actually you're a jocker. You bad mouth me bitch man you givin me juice. It aint nothin' but a party everybody get loose. Notice what I don't do when stress steps to me. Whatever your complaint so sue me. I say fuck the naysayers and keep goin. Gotta do what I gotta do to get the people glowin'. So let everybody gather the more the better. I represent the traveler him he's a shredder. At ease with yourself and don't try to please me. I'm just here today then quickly I'm out. On the town one light I'm a glow worm. For several hours wiggle jiggle like I'm a huge sperm. Can't appreciate a brothers love of funky music. You think I'm a silly rabbit 'cuz my style has tricks. Of the way I feel now I just got to rock. The music be poppin through me like electric shocks. I think and blink and I wink but that shits not tiny. 'Cuz in a blink of an eyelash you will not find me. You're the back of the pack and the bottom of the stack. That's what you get when you're steady talkin' shit. Not goin' for self that shit is on the shelf. 'Cuz it's 95 and we go for the hive. .",ENGLISH
/311/,Homebrew,/311/homebrew.html,"Now I know, fools get their own when they chit chat. Haven't heard yet but you can bet I'm not with that. With that talk with the digi walk. I stalk a bird you heard absurd word to the Fact. I'm a cat nippin sippin on the flask. Passin it talking shit but only if your ass. In front of me cause you could run from me but. In the end revenge send ends to the defendant. I can't get get caught in the spiral cause every bit of energy. It goes to my survival out my way. I'm a flicka flacka blotter ya try to find a weakness. But the shit keeps gettin harder. Fourth of July with Lucy in Sky. I remember pine trees and the coat of many colors. I was nineteen. I'd do anything. Shit like that now scares me but I'd like to do it again. It was Independence day. I've seen the other side and I say. I've been insane. And I won't ever be the same. Cuz we flow we must be fly. First to flow Nickel my brother, so wise. And then I rise. Here's an ill kid pimpin' cuz he is so slick. Step's from darkness his body electric. A drone buzzes the air a cracklin' tone. Then boomin' like thunder in a cosmic jungle. Deathe defyin; like Knievel he weeble. Words that will wobble awkward and evil. Cuz he flow and rock the hardest of the crowds. A marvel pow how you like me now. I've returned the kiss of death the last Damien. From the abyss fresh eternal alien. Now famished from pathless way I ma, do damage. To the wack MC's I know you can't stand this. Right about now get down I'm the annihilator. Rockin with the rhythm of my rhyme detonator. .",ENGLISH
/311/,Hostile Apostle,/311/hostile-apostle.html,"I can't free myself of the suspicion. For your motives on your mission. Some people live for the rules, I live for exceptions. Can't take part in the deception. But I know just how it feels, to wanna blow the world away. Just to get to what is real, it won't work cuz. Everybody grinds to a hlat now and then. Everybody's game gets salt then again. No matter what the papers say they're normal as they come. Bodyguards, ball of wax, they hide behind the gun. They get a panic pulse when they are so far from home. To me that is the reason to continue to roam. Exhilaration mix with the people skunk blazing. Checking out the shows that are sadly unamazing. Chorus:. Hostile Apostle who you following. Negative energy that you're swallowing. Some coked out mal-content, who's soul is up for rent. Victim of lost soul Hostile Apostle. Unlimited in time and space and nearest universal. Light is what we're reachin for it's not rehearsal. Follow this around follow this hustle. Makin use of everything movin all your muscle. Angry human leads impressionable boy. To skulls and piercings I will destroy. All of your heroes speak nothing to me. One emotion one tempo and no real feeling. In this field we are the presence of the thoughts you're missin. Keepin positive's intact from all the people dissin. Open your eyes look at who you're kissin. If you can't hear it, people just listen. (Chorus). Angry human leads impressionable boy. To skulls and piercings I will destroy. All of your heroes speak nothing to me. You don't have to be a prick just to be heavy. Changin all the time we changin all the same. Change in this life and this eternal frame. Warm in the sun refresh in the breeze. Glow in the stars blossom in the trees. Livin through life in infinite extent. Spread undivided operate unspent. No high, no low no great and no small. Build and bound connect and equal all.",ENGLISH
